Zip Code,Latitude,Longitude,City,State,County
,31.95376472,-89.23450472,,,
,30.68586111,-95.01792778,,,
,38.94574889,-104.5698933,,,
,42.74134667,-78.05208056,,,
,30.6880125,-81.90594389,,,
,34.49166667,-88.20111111,,,
,32.85048667,-86.61145333,,,
,43.08751,-88.17786917,,,
,40.67331278,-80.64140639,,,
,40.44725889,-92.22696056,,,
,33.93011222,-89.34285194,,,
,46.88384889,-96.35089861,,,
,41.51961917,-87.40109333,,,
,31.42127556,-97.79696778,,,
,39.60416667,-116.0050597,,,
,32.46047167,-85.68003611,,,
,41.98934083,-88.10124278,,,
,48.88434111,-99.62087694,,,
,33.53456583,-89.31256917,,,
,41.43156583,-74.39191722,,,
,41.97602222,-114.6580911,,,
,41.30716667,-85.06433333,,,
,32.52883861,-94.97174556,,,
,42.57450861,-84.81143139,,,
,41.11668056,-98.05033639,,,
,32.52943944,-86.32822139,,,
,48.30079861,-102.4063514,,,
,40.65138528,-98.07978667,,,
,32.76124611,-89.53007139,,,
,32.11931306,-88.1274625,,,
,31.07447222,-81.42777778,,,
,41.63695083,-99.34038139,,,
,33.99150222,-90.078145,,,
,38.86872333,-77.00747583,,,
,35.98531194,-85.80931806,,,
,32.93679056,-87.08888306,,,
,36.37094306,-82.17374111,,,
,61.93396417,-162.8929358,,,
,44.42506444,-70.80784778,,,
,42.60355556,-97.25263889,,,
,42.59136361,-72.52275472,,,
,44.11672722,-72.82705806,,,
,41.25130806,-72.03161139,,,
,42.40418556,-88.63343222,,,
,42.11388722,-96.72892556,,,
,42.35083333,-86.25613889,,,
,44.98730556,-99.9535,,,
,34.98560639,-106.0094661,,,
,35.71765889,-108.2015961,,,
,33.60166667,-97.77556,,,
,41.29028694,-98.99064278,,,
,35.38898833,-95.60165111,,,
,36.17528,-96.15181028,,,
,34.19592833,-96.67555694,,,
,43.10318389,-78.70334583,,,
,40.39944417,-96.17139694,,,
,41.46736111,-84.50655556,,,
,42.88062278,-76.78162028,,,
,39.0044525,-99.89289917,,,
,38.36674167,-84.28410056,,,
,31.60016778,-85.23882222,,,
,31.04247361,-86.31156111,,,
,31.364895,-85.30965556,,,
,42.7360825,-94.24524167,,,
,37.71798833,-117.2384119,,,
,35.76827222,-115.3296378,,,
,36.31108972,-114.4638672,,,
,33.8845475,-91.53429111,,,
,35.63778,-88.127995,,,
,36.01122694,-88.12328833,,,
,36.11659972,-87.73815889,,,
,34.36677444,-89.90008917,,,
,32.82587917,-91.187665,,,
,38.14611639,-120.6481733,,,
,39.94376806,-122.1713781,,,
,38.53146222,-121.7864906,,,
,40.02764333,-124.0733639,,,
,40.52210111,-121.8177683,,,
,31.29700806,-89.81282944,,,
,31.01621528,-87.44675972,,,
,29.97576083,-92.08415167,,,
,31.56683278,-91.50011889,,,
,31.96366222,-92.66026056,,,
,31.99071694,-93.30739306,,,
,48.958965,-119.4119622,,,
