Zip Code,Latitude,Longitude,City,State,County
Schemel,25.918157,-81.673584,,,
Tsandoulas,25.904091,-81.684841,,,
Krutisch,25.904391,-81.68211,,,
Parkes,25.903908,-81.685288,,,
Roath,25.905521,-81.680351,,,
Grado,25.906358,-81.679353,,,
Mcfarland,25.903121,-81.685786,,,
Mcdonnell,25.903121,-81.685786,,,
Auten,25.96782579,-81.74123564,,,
,25.93896961,-81.69861228,,,
,25.9389069,-81.69835479,,,
,25.93884901,-81.6980973,,,
,25.93880077,-81.69789345,,,
,25.938767,-81.69764132,,,
,25.93869947,-81.69741065,,,
,25.93847274,-81.69677229,,,
,25.93822189,-81.69690103,,,
,25.93818032,-81.69726259,,,
,25.93825751,-81.69753081,,,
,25.93830093,-81.69778294,,,
,25.93835399,-81.69802434,,,
,25.93836846,-81.69821746,,,
,25.9384167,-81.69849105,,,
,25.93850353,-81.69873244,,,
,25.93849389,-81.69903822,,,
,25.93805007,-81.69913478,,,
,25.937915,-81.69888801,,,
,25.93789088,-81.69863052,,,
,25.93782817,-81.69840521,,,
,25.93778475,-81.69817454,,,
,25.93771239,-81.6978956,,,
,25.9376545,-81.69755227,,,
,25.937394,-81.69746644,,,
,25.93721069,-81.69772393,,,
,25.93724446,-81.69801898,,,
,25.93729752,-81.6982711,,,
,25.93737953,-81.69852323,,,
,25.93743742,-81.69875927,,,
,25.93748566,-81.69900067,,,
,25.93744707,-81.69929571,,,
,25.93716727,-81.6993869,,,
,25.93690677,-81.69946201,,,
,25.93666557,-81.69948883,,,
,25.93640506,-81.69949956,,,
,25.93616386,-81.69951029,,,
,25.93589371,-81.69944055,,,
,25.93598536,-81.70007355,,,
,25.93630376,-81.70008428,,,
,25.93660768,-81.70005209,,,
,25.93674275,-81.7003525,,,
,25.93678134,-81.70059602,,,
,25.93685371,-81.7008696,,,
,25.93691642,-81.7012022,,,
,25.93716727,-81.70130412,,,
,25.93734094,-81.70106272,,,
,25.93731682,-81.70073013,,,
,25.93722998,-81.70049946,,,
,25.93719139,-81.70025806,,,
,25.93720586,-81.6999201,,,
,25.93757732,-81.69985036,,,
,25.93771722,-81.70008103,,,
,25.93776063,-81.70035194,,,
,25.93785711,-81.70070062,,,
,25.93812002,-81.70075695,,,
,25.93830093,-81.70054237,,,
,25.9382551,-81.70022587,,,
,25.93818274,-81.69996033,,,
,25.93816103,-81.69968139,,,
,25.93863378,-81.69955264,,,
,25.93873026,-81.69984768,,,
,25.93880262,-81.70016686,,,
,25.93906312,-81.7002366,,,
,25.93926573,-81.70001934,,,
,25.93921749,-81.69971357,,,
,25.93919819,-81.69941585,,,
,25.93588888,-81.69902424,,,
,25.93596124,-81.69875602,,,
,25.93604808,-81.69851462,,,
,25.93612526,-81.69828932,,,
,25.9362121,-81.69805865,,,
,25.93631341,-81.69783871,,,
,25.93638094,-81.69762413,,,
,25.93648707,-81.6973881,,,
,25.93656426,-81.69716816,,,
,25.93667039,-81.69695894,,,
,25.93674275,-81.69673364,,,
,25.93691642,-81.69652979,,,
,25.93590335,-81.70037071,,,
,25.93591783,-81.7006282,,,
,25.93590818,-81.70087497,,,
,25.93592265,-81.70114855,,,
,25.935913,81.70140605,,,
,25.93574416,81.70170109,,,
,25.93548365,81.70182983,,,
,25.93517491,-81.70199613,,,
,25.9351942,-81.70232873,,,
,25.93527622,-81.70253794,,,
,25.93544024,81.70286517,,,
,25.93593713,-81.70140068,,,
,25.93575381,81.70172255,,,
,25.93549331,-81.70184593,,,
,25.93544024,-81.70290808,,,
,25.93574899,-81.70170109,,,
,25.93906948,-81.69886979,,,
,25.93951811,-81.69875178,,,
,25.93950847,-81.69847283,,,
,25.93946987,-81.69820461,,,
,25.93781175,-81.70217734,,,
,25.9376429,-81.70231145,,,
,25.93744029,-81.70240533,,,
,25.93724974,-81.70251261,,,
,25.9370399,-81.70262527,,,
,25.93683728,-81.70274865,,,
,25.93665638,-81.70284253,,,
,25.93644894,-81.70294713,,,
,25.93623668,81.7030732,,,
,25.93606301,-81.70316171,,,
,25.93585799,-81.70327973,,,
,25.93564814,-81.7034943,,,
,25.93581939,-81.70397978,,,
,25.93609678,-81.70387786,,,
,25.93631387,-81.70377325,,,
,25.93653337,-81.70367133,,,
,25.93670944,81.70353185,,,
,25.93691688,-81.70343261,,,
,25.93730281,81.70321535,,,
,25.93753195,81.70304906,,,
,25.93781657,-81.70290958,,,
,25.93803124,-81.70311343,,,
,25.93802642,-81.70339506,,,
,25.93772491,81.70354795,,,
,25.937421,81.70373034,,,
,25.93710743,81.70388322,,,
,25.93689517,81.70399319,,,
,25.93670944,81.70410585,,,
,25.93650804,-81.70420509,,,
,25.9363006,-81.70432713,,,
,25.93611487,-81.70464899,,,
,25.93623909,-81.70497224,,,
,25.93649357,-81.70495346,,,
,25.93669618,-81.70485154,,,
,25.93689879,-81.70473084,,,
,25.9371014,-81.70461819,,,
,25.93728713,-81.70450017,,,
,25.93748009,-81.70440361,,,
,25.93767306,-81.70430437,,,
,25.93787567,-81.70420244,,,
,25.93810481,-81.70403615,,,
,25.93838943,-81.70398519,,,
,25.9385245,-81.704299,,,
,25.93832189,81.70452431,,,
,25.93806863,-81.70464501,,,
,25.9378829,-81.70476303,,,
,25.93768994,-81.7048569,,,
,25.93748733,-81.70496419,,,
,25.93729437,-81.70507148,,,
,25.9371014,-81.70519084,,,
,25.93690844,-81.70529947,,,
,25.93670341,81.70540005,,,
,25.93648633,-81.70559853,,,
,25.93671055,-81.70412262,,,
,25.93690834,-81.70399387,,,
,25.93710492,81.70388659,,,
,25.93741125,81.70372565,,,
,25.93773929,-81.70354192,,,
,25.93752703,81.70305644,,,
,25.9373003,-81.70320933,,,
,25.93710251,-81.70333807,,,
,25.93670726,-81.70354933,,,
,25.9383378,-81.70451894,,,
,25.93669279,-81.70539737,,,
,25.93735972,-81.70375317,,,
,25.93710164,-81.70389265,,,
,25.93834337,-81.70232379,,,
,25.93843262,-81.70255446,,,
,25.93851704,-81.70276367,,,
,25.93862317,-81.70298361,,,
,25.93871965,-81.70319819,,,
,25.93880165,-81.7034235,,,
